frameIndex,frameTime,voiceProb_sma,F0_sma,pcm_intensity_sma,pcm_loudness_sma,pcm_RMSenergy_sma,pcm_LOGenergy_sma
421,3.513107,9.342040e-01,2.052137e+02,2.632883e-05,2.534092e+00,3.269938e-01,-2.235631e+00
422,3.521451,9.301580e-01,2.058501e+02,6.993107e-05,3.142207e+00,3.195498e-01,-2.282701e+00
423,3.529796,9.118263e-01,2.058501e+02,7.181416e-05,3.263206e+00,3.034978e-01,-2.389199e+00
424,3.538141,8.658359e-01,2.052137e+02,5.876723e-05,2.730422e+00,2.746937e-01,-2.593623e+00
425,3.546485,7.879542e-01,2.042651e+02,1.235618e-05,2.034241e+00,2.380645e-01,-2.891130e+00
426,3.554830,7.276871e-01,2.030156e+02,9.779776e-06,1.849067e+00,1.945157e-01,-3.314281e+00
427,3.563175,6.363748e-01,2.017777e+02,8.875326e-06,1.692360e+00,1.475796e-01,-3.900185e+00
428,3.571519,6.254914e-01,1.340036e+02,3.012683e-06,1.348367e+00,1.333630e-01,-4.064375e+00
429,3.579864,5.994866e-01,1.349349e+02,1.793032e-06,1.131527e+00,1.502622e-01,-3.867270e+00
430,3.588209,6.208758e-01,1.361728e+02,1.461833e-06,9.454052e-01,1.915593e-01,-3.329927e+00
431,3.596553,6.362105e-01,2.019115e+02,5.508916e-07,7.743102e-01,2.245684e-01,-2.996717e+00
432,3.604898,7.113852e-01,1.944706e+02,4.166131e-07,7.087284e-01,2.511129e-01,-2.771427e+00
433,3.613243,8.087543e-01,1.840582e+02,2.925750e-06,1.167306e+00,2.717815e-01,-2.608443e+00
434,3.621587,8.642359e-01,1.748971e+02,2.727768e-05,2.061400e+00,2.811479e-01,-2.537900e+00
435,3.629932,8.679801e-01,1.693397e+02,3.064180e-05,2.497773e+00,2.790678e-01,-2.553052e+00
436,3.638277,8.695247e-01,1.657372e+02,2.867286e-05,2.275796e+00,2.734405e-01,-2.593629e+00
437,3.646621,8.778610e-01,1.626391e+02,1.873839e-05,2.101909e+00,2.676312e-01,-2.636495e+00
438,3.654966,8.858361e-01,1.604555e+02,2.590644e-05,2.370779e+00,2.610361e-01,-2.686946e+00
439,3.663311,8.870901e-01,1.587215e+02,2.563028e-05,2.299659e+00,2.525784e-01,-2.752993e+00
440,3.671655,8.847442e-01,1.573933e+02,2.207460e-05,2.216918e+00,2.410669e-01,-2.847061e+00
441,3.680000,8.839942e-01,1.562755e+02,1.265262e-05,1.766420e+00,2.285245e-01,-2.955020e+00
442,3.688345,8.825443e-01,1.551813e+02,1.236520e-05,1.519130e+00,2.134271e-01,-3.092133e+00
443,3.696689,8.826563e-01,1.540948e+02,1.250509e-05,1.522711e+00,1.968016e-01,-3.256807e+00
444,3.705034,8.849576e-01,1.548749e+02,1.423341e-05,1.671977e+00,1.779397e-01,-3.461480e+00
445,3.713379,8.849885e-01,1.577002e+02,1.538080e-05,2.082988e+00,1.575909e-01,-3.706712e+00
446,3.721723,8.803598e-01,1.607040e+02,4.564622e-06,1.493604e+00,1.384955e-01,-3.965604e+00
447,3.730068,8.628519e-01,1.622059e+02,5.400543e-06,1.543483e+00,1.183761e-01,-4.287867e+00
448,3.738413,8.192038e-01,1.622059e+02,4.405827e-06,1.325016e+00,9.930208e-02,-4.647314e+00
449,3.746757,7.801182e-01,1.622059e+02,4.023338e-06,1.178668e+00,8.014178e-02,-5.078336e+00
450,3.755102,7.752057e-01,1.608825e+02,3.903162e-06,1.172007e+00,6.377830e-02,-5.547851e+00
451,3.763447,7.835458e-01,1.582358e+02,3.832470e-06,1.127693e+00,4.762818e-02,-6.167171e+00
452,3.771791,7.601142e-01,1.532964e+02,4.085114e-06,1.239882e+00,3.381396e-02,-6.877244e+00
453,3.780136,6.763017e-01,1.475378e+02,4.378137e-07,6.835737e-01,2.185678e-02,-7.793681e+00
454,3.788481,5.337305e-01,1.429543e+02,4.237700e-07,6.718023e-01,1.307017e-02,-8.988686e+00
455,3.796825,5.056880e-01,9.382505e+01,8.422048e-08,3.870213e-01,6.748059e-03,-1.034917e+01
456,3.805170,5.775315e-01,9.562472e+01,7.069551e-08,2.888822e-01,3.562002e-03,-1.138025e+01
457,3.813515,7.419210e-01,1.031260e+02,1.818632e-09,1.401201e-01,2.653782e-03,-1.186581e+01
458,3.821859,8.085744e-01,1.667094e+02,2.137917e-09,1.468197e-01,2.534273e-03,-1.195603e+01
459,3.830204,7.783637e-01,1.894927e+02,2.329686e-09,1.577058e-01,2.412898e-03,-1.205719e+01
460,3.838549,6.895878e-01,2.150480e+02,1.983245e-09,1.512293e-01,2.136038e-03,-1.232087e+01
461,3.846893,5.925536e-01,2.391856e+02,1.314936e-09,1.334441e-01,1.837887e-03,-1.262002e+01
462,3.855238,5.907009e-01,1.676160e+02,1.021759e-09,1.029924e-01,1.593618e-03,-1.288677e+01
463,3.863583,6.965801e-01,1.860723e+02,3.390001e-10,7.508262e-02,1.443227e-03,-1.309070e+01
464,3.871927,5.369900e-01,2.182321e+02,9.736340e-11,5.613486e-02,1.310535e-03,-1.328430e+01
465,3.880272,6.072311e-01,2.182321e+02,3.330757e-10,8.404761e-02,1.196185e-03,-1.345882e+01
466,3.888617,5.792901e-01,2.797358e+02,9.158800e-10,1.097012e-01,1.151207e-03,-1.353428e+01
467,3.896961,7.744972e-01,3.148166e+02,1.248577e-09,1.322175e-01,1.061731e-03,-1.370613e+01
468,3.905306,4.747882e-01,4.664478e+02,1.037070e-09,1.140138e-01,9.432849e-04,-1.395347e+01
469,3.913651,2.054257e-01,3.065928e+02,3.909569e-10,6.811047e-02,8.482246e-04,-1.414819e+01
470,3.921995,4.135190e-04,1.516312e+02,3.209282e-11,3.673568e-02,8.284671e-04,-1.419294e+01
471,3.930340,5.470701e-04,0,5.934472e-11,4.132959e-02,8.453850e-04,-1.415148e+01
472,3.938685,1.138472e-03,0,2.718918e-10,7.272635e-02,8.067249e-04,-1.425045e+01
473,3.947029,1.008626e-03,0,3.783952e-10,9.121954e-02,7.013606e-04,-1.455878e+01
474,3.955374,7.962334e-04,0,3.896215e-10,9.263173e-02,5.587842e-04,-1.503178e+01
475,3.963719,2.001023e-03,0,1.943102e-10,7.330524e-02,4.143721e-04,-1.563897e+01
476,3.972063,1.846018e-02,0,9.945044e-11,6.010296e-02,3.178455e-04,-1.615478e+01
477,3.980408,2.725784e-01,0,5.028848e-11,5.133203e-02,2.276867e-04,-1.686079e+01
478,3.988753,3.762414e-01,0,3.626619e-11,4.471581e-02,1.453425e-04,-1.811440e+01
479,3.997098,4.555904e-01,0,1.990677e-11,2.772768e-02,6.627242e-05,-2.020631e+01
480,4.005442,2.186960e-01,0,3.547349e-12,1.073955e-02,1.970498e-05,-2.261058e+01
481,4.013787,1.132155e-01,0,0,0,4.884753e-06,-2.979288e+01
482,4.022132,1.737001e-02,0,0,0,1.299543e-06,-3.602906e+01
483,4.030476,0,0,0,0,0,-4.158871e+01
484,4.038821,0,0,0,0,0,-4.158871e+01
485,4.047166,0,0,0,0,0,-4.158871e+01
486,4.055510,0,0,0,0,0,-4.158871e+01
487,4.063855,0,0,0,0,0,-4.158871e+01
488,4.072200,0,0,0,0,0,-4.158871e+01
489,4.080544,0,0,0,0,0,-4.158871e+01
490,4.088889,0,0,0,0,0,-4.158871e+01
491,4.097234,0,0,0,0,0,-4.158871e+01
492,4.105578,0,0,0,0,0,-4.158871e+01
493,4.113923,0,0,0,0,0,-4.158871e+01
494,4.122268,0,0,0,0,0,-4.158871e+01
495,4.130612,0,0,0,0,0,-4.158871e+01
496,4.138957,0,0,0,0,0,-4.158871e+01
497,4.147302,0,0,0,0,0,-4.158871e+01
498,4.155646,0,0,0,0,0,-4.158871e+01
499,4.163991,0,0,0,0,0,-4.158871e+01
500,4.172336,0,0,0,0,0,-4.158871e+01
501,4.180680,0,0,0,0,0,-4.158871e+01
502,4.189025,0,0,0,0,0,-4.158871e+01
503,4.197370,0,0,0,0,0,-4.158871e+01
504,4.205714,0,0,0,0,0,-4.158871e+01
505,4.214059,0,0,0,0,0,-4.158871e+01
506,4.222404,0,0,0,0,0,-4.158871e+01
507,4.230748,0,0,0,0,0,-4.158871e+01
508,4.239093,0,0,0,0,0,-4.158871e+01
509,4.247438,0,0,0,0,0,-4.158871e+01
510,4.255782,0,0,0,0,0,-4.158871e+01
511,4.264127,0,0,0,0,0,-4.158871e+01
512,4.264127,0,0,0,0,0,-4.158871e+01
